time,level,nb_children
1624952550.442218,INFO,1
1624952600.7736,INFO,2
1624952606.984301,INFO,0
1624952968.915016,INFO,1
1624953008.087428,INFO,0
1624953050.474536,INFO,1
1624953055.933154,INFO,0
1624953081.350937,INFO,1
1624953120.010407,INFO,0
1624953127.936275,INFO,1
1624953185.620685,INFO,0
1624954327.33926,INFO,1
1624954372.08597,INFO,0
1624957193.764764,INFO,1
1624957384.188303,INFO,0
1624957427.188902,INFO,1
1624957433.532382,INFO,0
1624958746.707119,INFO,1
1624958998.494981,INFO,0
1624959150.576268,INFO,1
1624959634.000857,INFO,0
1624959690.363483,INFO,1
1624959708.827771,INFO,0
1624960251.260409,INFO,1
1624960307.427739,INFO,2
1624960320.291847,INFO,1
1624960430.035449,INFO,2
1624960433.628804,INFO,1
1624960443.400155,INFO,2
1624960487.552065,INFO,1
1624960487.555944,INFO,0
1624960504.434214,INFO,1
1624960517.271741,INFO,0
1624962923.962236,INFO,1
1624963258.343479,INFO,0
1624963390.502607,INFO,1
1624963406.000634,INFO,0
1624964317.13203,INFO,1
1624964322.293989,INFO,0
1624965425.810871,INFO,1
1624965437.111092,INFO,2
1624965452.641732,INFO,1
1624965523.572835,INFO,0
1624965549.639821,INFO,1
1624965588.472223,INFO,2
1624965593.306678,INFO,1
1624965757.23468,INFO,0
1624970669.236903,INFO,1
1624970715.72972,INFO,0
1624971818.3501,INFO,1
1624971889.800383,INFO,0
1624972340.343093,INFO,1
1624972402.621282,INFO,0
1624972432.046621,INFO,1
1624972451.496659,INFO,0
1624972472.059907,INFO,1
1624972623.233222,INFO,0
1624973046.248123,INFO,1
1624973050.123808,INFO,2
1624973091.425307,INFO,1
1624973153.475894,INFO,0
1624973162.99817,INFO,1
1624973492.322461,INFO,0
1624973957.243132,INFO,2
1624974075.319035,INFO,0
1624974400.044886,INFO,1
1624974407.89089,INFO,2
1624974432.645531,INFO,0
