time,level,activity,status
1623915560.462591,INFO,default,running
1623915894.867487,INFO,default,finished
1623915894.874311,INFO,mood board,running
1623915900.867575,INFO,mood board,interrupted - no one engaged
1623915900.868512,INFO,default,running
1623915990.130588,INFO,default,finished
1623915990.133579,INFO,mood board,running
1623916041.202215,INFO,cuddle,mood_green
1623916041.202506,INFO,mood board,finished
1623916041.20419,INFO,cuddle,running
1623916056.51983,INFO,cuddle,finished
1623916056.520867,INFO,mood board,running
1623916059.517614,INFO,mood board,interrupted - no one engaged
1623916059.518416,INFO,default,running
1623916162.737109,INFO,mood board,running
1623916204.10953,INFO,story,unknown
1623916204.109998,INFO,mood board,finished
1623916204.111926,INFO,story,running
1623916383.552879,INFO,story,interrupted from Pepper tablet
1623916383.5538,INFO,mood board,running
1623916398.076643,INFO,mood board,interrupted - no one engaged
1623916398.077482,INFO,default,running
1623916964.52035,INFO,mood board,running
1623916977.763578,INFO,mood board,interrupted - no one engaged
1623916977.764517,INFO,default,running
1623916981.146117,INFO,default,interrupted from ctrl tablet
1623916981.147024,INFO,default,running
1623917157.461048,INFO,default,interrupted - no one engaged
1623917157.461927,INFO,default,running
1623917421.123718,INFO,mood board,running
1623917428.239079,INFO,mood board,interrupted - no one engaged
1623917428.240162,INFO,default,running
1623917858.055323,INFO,default,finished
1623917858.058019,INFO,mood board,running
1623917901.030479,INFO,cuddle,mood_green
1623917901.030706,INFO,mood board,finished
1623917901.032073,INFO,cuddle,running
1623917916.303799,INFO,cuddle,finished
1623917916.304875,INFO,mood board,running
1623917928.979705,INFO,mood board,finished
1623917928.981731,INFO,default,running
1623917942.475935,INFO,default,interrupted - no one engaged
1623917942.476987,INFO,default,running
1623918681.161408,INFO,default,finished
1623918681.163798,INFO,mood board,running
1623918737.120789,INFO,story,mood_yellow
1623918737.121112,INFO,mood board,finished
1623918737.12297,INFO,story,running
1623918760.264058,INFO,story,interrupted - no one engaged
1623918760.264947,INFO,default,running
1623918840.564629,INFO,default,finished
1623918840.568042,INFO,mood board,running
1623918848.515026,INFO,fun dances,mood_green
1623918848.515308,INFO,mood board,finished
