time,level,nb_children
1624348641.103414,INFO,1
1624348855.85267,INFO,0
1624349122.233399,INFO,1
1624349136.263058,INFO,0
1624349365.88703,INFO,1
1624349410.486442,INFO,0
1624349869.191963,INFO,1
1624349911.469786,INFO,2
1624350152.366128,INFO,3
1624350347.562217,INFO,1
1624350357.087085,INFO,0
1624350430.86028,INFO,1
1624350661.275431,INFO,0
1624350758.74154,INFO,1
1624350823.133105,INFO,0
1624352411.263143,INFO,1
1624352488.507845,INFO,0
1624352581.487253,INFO,1
1624352777.473638,INFO,2
1624352830.904891,INFO,1
1624352834.472053,INFO,0
1624352920.339811,INFO,1
1624353020.319355,INFO,2
1624353106.911359,INFO,1
1624353115.268309,INFO,2
1624353152.66954,INFO,1
1624353182.606132,INFO,3
1624353182.610283,INFO,2
1624353182.611853,INFO,3
1624353183.689621,INFO,2
1624353184.093565,INFO,3
1624353216.092122,INFO,2
1624353299.142526,INFO,3
1624353304.695863,INFO,2
1624353443.114432,INFO,1
1624353452.080041,INFO,0
1624353808.294526,INFO,1
1624353926.884934,INFO,0
1624353970.292165,INFO,1
1624354240.148305,INFO,0
1624354286.850707,INFO,1
1624354565.359489,INFO,2
1624354604.169786,INFO,1
1624354624.603701,INFO,0
1624354626.38384,INFO,1
1624354726.704486,INFO,2
1624354828.734297,INFO,0
1624355169.609262,INFO,1
1624355459.935945,INFO,0
1624355460.02901,INFO,1
1624355465.154846,INFO,0
1624355648.007535,INFO,1
1624355674.974902,INFO,2
1624355759.356714,INFO,0
1624356268.192166,INFO,1
1624356368.675702,INFO,1
1624356427.592603,INFO,0
1624356469.380371,INFO,1
1624356476.519957,INFO,0
1624357560.016628,INFO,1
1624357611.224308,INFO,0
1624358622.109944,INFO,1
1624358636.623796,INFO,0
1624358672.418768,INFO,1
1624358679.827661,INFO,2
1624358697.852685,INFO,1
1624358793.099656,INFO,0
1624364122.540352,INFO,1
1624364131.505616,INFO,2
1624364136.093389,INFO,1
1624364165.628518,INFO,0
1624364286.852308,INFO,1
1624364413.248321,INFO,0
1624364630.878802,INFO,1
1624364678.627743,INFO,0
1624364719.402245,INFO,1
1624364740.734155,INFO,0
1624364990.680299,INFO,4
1624365000.097742,INFO,0
1624366919.353077,INFO,1
1624367020.376709,INFO,0
1624367060.841103,INFO,1
1624367198.132018,INFO,2
1624367301.650279,INFO,1
1624367373.555257,INFO,0
1624367703.74448,INFO,2
1624367777.099211,INFO,3
1624367941.658905,INFO,1
1624367986.088135,INFO,0
1624369257.870806,INFO,1
1624369309.84062,INFO,0
1624369380.543228,INFO,1
1624369515.303392,INFO,0
