time,level,nb_children
1624606438.877165,INFO,1
1624606446.881266,INFO,0
1624606450.106581,INFO,1
1624606541.13878,INFO,0
1624608025.855393,INFO,1
1624608027.647288,INFO,2
1624608036.833279,INFO,1
1624608142.463379,INFO,0
1624608943.525869,INFO,1
1624609086.885237,INFO,0
1624609782.060085,INFO,1
1624609835.937802,INFO,0
1624612348.967232,INFO,1
1624612375.460521,INFO,0
1624613349.102204,INFO,1
1624613359.86935,INFO,0
1624613547.14733,INFO,1
1624613760.960676,INFO,0
1624614706.751977,INFO,1
1624614938.659663,INFO,0
1624615256.138475,INFO,1
1624615555.113601,INFO,0
1624618920.48485,INFO,1
1624618993.349514,INFO,0
1624620106.719943,INFO,1
1624620176.40528,INFO,0
1624624203.729641,INFO,1
1624624436.798667,INFO,2
1624624441.110754,INFO,1
1624624680.932366,INFO,0
1624625467.040396,INFO,1
1624625738.133725,INFO,0
1624625909.091189,INFO,1
1624625926.054153,INFO,0
1624628240.331324,INFO,1
1624628455.467115,INFO,0
1624628516.230163,INFO,1
1624628612.263982,INFO,0
1624629350.704226,INFO,1
1624629408.078079,INFO,0
