time,level,nb_children
1625126649.952877,INFO,1
1625126770.7327,INFO,0
1625127591.395413,INFO,1
1625127670.334439,INFO,0
1625128038.832363,INFO,1
1625128318.1527,INFO,2
1625128603.570473,INFO,3
1625128648.479893,INFO,2
1625130335.524664,INFO,0
1625131504.452361,INFO,1
1625131753.531544,INFO,0
1625131842.52469,INFO,1
1625131984.224914,INFO,0
1625132590.37632,INFO,1
1625132731.522561,INFO,2
1625132992.748005,INFO,1
1625133235.28061,INFO,0
1625133467.176113,INFO,1
1625133473.10872,INFO,0
1625133506.803567,INFO,1
1625133587.389319,INFO,0
1625133681.756764,INFO,1
1625134337.033669,INFO,0
1625136630.471824,INFO,1
1625136637.536015,INFO,0
1625137289.707959,INFO,1
1625137347.255094,INFO,0
1625138286.155768,INFO,1
1625138351.522025,INFO,0
1625143026.21051,INFO,1
1625143069.029993,INFO,0
1625144379.201692,INFO,1
1625144517.774506,INFO,0
1625144522.271946,INFO,1
1625144683.258604,INFO,0
1625145765.776314,INFO,1
1625146375.769465,INFO,0
1625146494.332387,INFO,1
1625146541.524343,INFO,0
