time,level,nb_children
1624434631.470797,INFO,1
1624434713.598156,INFO,0
1624435478.719951,INFO,1
1624435563.768768,INFO,0
1624436056.678943,INFO,1
1624436638.277852,INFO,2
1624436716.352264,INFO,1
1624436717.220168,INFO,2
1624436806.61946,INFO,1
1624436857.976717,INFO,0
1624437098.953354,INFO,1
1624437420.769495,INFO,0
1624438141.938025,INFO,1
1624438223.189271,INFO,0
1624439052.758461,INFO,1
1624439179.054454,INFO,0
1624439868.692238,INFO,1
1624440045.990527,INFO,0
1624440073.069856,INFO,1
1624440181.823534,INFO,0
1624440198.998167,INFO,1
1624440364.790163,INFO,0
1624440848.325487,INFO,1
1624441068.326404,INFO,1
1624441711.037553,INFO,0
1624445074.274432,INFO,1
1624445108.360604,INFO,0
1624445190.536072,INFO,1
1624445241.404991,INFO,0
1624446030.937182,INFO,1
1624446111.44872,INFO,0
1624446233.757183,INFO,1
1624446459.662994,INFO,0
1624446643.944313,INFO,1
1624446816.666222,INFO,0
1624451888.324328,INFO,1
1624451908.824928,INFO,0
1624453609.546711,INFO,1
1624453686.831301,INFO,2
1624453692.868083,INFO,1
1624454084.652461,INFO,0
1624454088.740033,INFO,1
1624454090.45215,INFO,2
1624454113.652878,INFO,1
1624454140.860581,INFO,0
1624454142.402629,INFO,1
1624454144.615164,INFO,0
1624454371.316885,INFO,1
1624454719.612097,INFO,1
1624454815.235241,INFO,0
1624455195.018536,INFO,2
1624455197.128392,INFO,3
1624455294.026109,INFO,2
1624455305.945824,INFO,1
1624455315.028484,INFO,2
1624455315.519026,INFO,3
1624455402.339134,INFO,2
1624455410.246593,INFO,1
1624455432.027768,INFO,2
1624455459.825695,INFO,0
