time,level,person_id,user_id,x,y,z
1619615670.833624,INFO,2454,0,0.728,0.567,1.662
1619615671.833772,INFO,2454,0,0.728,0.567,1.662
1619615672.834385,INFO,2454,0,0.914,0.558,1.504
1619615673.833637,INFO,2454,0,0.764,0.576,1.657
1619615674.835445,INFO,2454,0,0.739,0.564,1.646
1619615675.83377,INFO,2454,0,0.744,0.585,1.654
1619615676.834712,INFO,2454,0,0.912,0.579,1.493
1619615677.833955,INFO,2454,0,0.744,0.577,1.651
1619615678.83419,INFO,2454,0,0.738,0.578,1.651
1619615679.833678,INFO,2454,0,0.713,0.601,1.647
1619615680.834193,INFO,2454,0,0.969,0.558,1.521
1619615681.835013,INFO,2454,0,0.990,0.506,1.511
1619615682.833679,INFO,2454,0,0.716,0.544,1.665
1619615683.834775,INFO,2454,0,0.821,0.568,1.492
1619615684.834757,INFO,2454,0,0.821,0.568,1.492
1619615699.80692,INFO,2694,-1,1.028,-0.218,1.671
1619615700.833673,INFO,2694,-1,1.052,-0.228,1.662
1619615701.834461,INFO,2694,0,1.038,-0.164,1.708
1619615702.835499,INFO,2694,0,1.162,-0.250,1.521
1619615703.833571,INFO,2694,0,1.146,-0.240,1.710
1619615704.835557,INFO,2694,0,1.285,-0.364,1.691
1619615705.834884,INFO,2694,0,1.388,-0.418,1.689
1619615706.834332,INFO,2694,0,1.381,-0.499,1.675
1619615707.835875,INFO,2694,0,1.334,-0.415,1.694
1619615708.835244,INFO,2694,0,1.317,-0.358,1.685
1619615709.835652,INFO,2694,0,1.346,-0.398,1.703
1619615710.833862,INFO,2694,0,1.412,-0.421,1.469
1619615711.835327,INFO,2694,0,1.379,-0.406,1.680
1619615712.834891,INFO,2694,0,1.241,-0.269,1.645
1619615713.834306,INFO,2694,0,1.077,0.056,1.697
1619615714.834336,INFO,2694,0,1.018,0.136,1.507
1619615715.835616,INFO,2694,0,0.968,-0.033,1.608
1619615716.835316,INFO,2694,0,0.937,-0.037,1.624
1619615717.835476,INFO,2694,0,0.938,-0.031,1.591
1619615718.835547,INFO,2694,0,0.959,-0.026,1.510
1619615719.834932,INFO,2694,0,0.923,-0.028,1.605
1619615720.834275,INFO,2694,0,1.161,0.146,1.531
1619615721.835291,INFO,2694,0,1.129,0.141,1.511
1619615722.83552,INFO,2694,0,1.123,0.181,1.524
1619615723.834894,INFO,2694,0,0.956,0.046,1.502
1619615724.834712,INFO,2694,0,0.751,0.332,1.661
1619615725.835132,INFO,2694,0,0.833,0.313,1.657
1619615726.834727,INFO,2694,0,0.826,0.183,1.694
1619615727.834215,INFO,2694,0,0.699,0.379,1.664
1619615728.840153,INFO,2694,0,0.792,0.348,1.636
1619615729.835375,INFO,2694,0,0.845,0.411,1.495
1619615730.834467,INFO,2694,0,0.737,0.521,1.731
1619615731.833531,INFO,2694,0,0.853,0.434,1.515
1619615732.83408,INFO,2694,0,0.853,0.430,1.507
1619615733.834186,INFO,2694,0,0.859,0.436,1.510
1619615734.833684,INFO,2694,0,0.853,0.433,1.505
1619615735.845721,INFO,2694,0,1.903,-0.900,0.819
1619615736.835013,INFO,2694,0,1.903,-0.900,0.819
1619615737.835024,INFO,2694,0,0.803,0.235,1.497
1619615738.834661,INFO,2694,0,0.869,0.155,1.382
1619615739.834003,INFO,2694,0,0.927,0.196,1.588
1619615740.834697,INFO,2694,0,0.927,0.196,1.588
1619615741.834535,INFO,2694,0,0.927,0.196,1.588
1619615742.834069,INFO,2694,0,0.927,0.196,1.588
1619615743.833785,INFO,2694,0,0.927,0.196,1.588
1619615744.835439,INFO,2694,0,0.927,0.196,1.588
1619615745.834615,INFO,2694,0,0.669,0.591,1.734
1619615746.833876,INFO,2694,0,0.669,0.591,1.734
1619615747.835262,INFO,2694,0,0.669,0.591,1.734
1619615748.834532,INFO,2694,0,0.669,0.591,1.734
1619615749.835239,INFO,2694,0,0.669,0.591,1.734
1619615750.835625,INFO,2694,0,0.669,0.591,1.734
1619615751.834214,INFO,2694,0,0.669,0.591,1.734
1619615752.833875,INFO,2694,0,0.669,0.591,1.734
1619615753.83433,INFO,2694,0,0.788,0.464,1.661
1619615754.834138,INFO,2694,0,0.681,0.431,1.616
1619615755.834226,INFO,2694,0,0.722,0.467,1.635
1619615756.833584,INFO,2694,0,0.745,0.453,1.648
1619615757.833983,INFO,2694,0,0.759,0.438,1.652
1619615758.833567,INFO,2694,0,0.769,0.401,1.667
1619615759.83497,INFO,2694,0,0.746,0.114,1.675
1619615760.834039,INFO,2694,0,0.721,0.104,1.564
1619615761.835123,INFO,2694,0,0.721,0.104,1.564
1619615762.835397,INFO,2694,0,0.721,0.104,1.564
1619615770.906602,INFO,2909,-1,0.485,0.192,1.711
1619615771.856458,INFO,2909,0,0.485,0.192,1.711
1619615772.834862,INFO,2909,0,0.485,0.192,1.711
1619615773.834663,INFO,2909,0,0.485,0.192,1.711
1619615774.833539,INFO,2909,0,0.485,0.192,1.711
1619615775.834406,INFO,2909,0,0.485,0.192,1.711
1619615776.833694,INFO,2909,0,0.485,0.192,1.711
1619615777.835854,INFO,2909,0,0.652,0.459,1.638
1619615778.834124,INFO,2909,0,0.652,0.459,1.638
1619615779.837951,INFO,2909,0,0.592,0.559,1.719
1619615780.834001,INFO,2909,0,0.754,0.537,1.472
1619615784.38435,INFO,2909,0,0.920,0.235,1.476
1619615789.940478,INFO,2909,0,0.931,0.167,1.475
1619615790.675063,INFO,2909,0,0.931,0.167,1.475
1619615791.532875,INFO,2909,0,0.839,0.206,1.471
1619615792.482675,INFO,2909,0,0.901,0.162,1.493
1619615793.432564,INFO,2909,0,0.868,0.078,1.470
1619615794.589176,INFO,2909,0,0.870,0.083,1.473
1619615795.538422,INFO,2909,0,0.823,0.186,1.652
1619615796.34405,INFO,2909,0,0.761,0.137,1.623
1619615797.577794,INFO,2909,0,0.967,0.012,1.510
1619615798.465412,INFO,2909,0,0.961,0.019,1.492
1619615799.334524,INFO,2909,0,0.947,-0.002,1.491
1619615800.333953,INFO,2909,0,0.903,-0.201,1.538
1619615801.333733,INFO,2909,0,0.765,-0.255,1.619
1619615802.333727,INFO,2909,0,0.489,-0.186,1.665
1619615803.335067,INFO,2909,0,0.489,-0.186,1.665
1619615804.33462,INFO,2909,0,0.489,-0.186,1.665
1619615805.333891,INFO,2909,0,0.489,-0.186,1.665
1619615806.334915,INFO,2909,0,0.489,-0.186,1.665
1619615807.335471,INFO,2909,0,0.489,-0.186,1.665
1619615808.334245,INFO,2909,0,0.489,-0.186,1.665
1619615809.335375,INFO,2909,0,0.489,-0.186,1.665
1619615810.335262,INFO,2909,0,0.489,-0.186,1.665
1619615811.334678,INFO,2909,0,0.489,-0.186,1.665
1619615852.903172,INFO,3872,-1,0.517,0.841,1.498
1619615853.852874,INFO,3872,-1,0.530,0.860,1.520
1619615854.834215,INFO,3872,0,0.533,0.793,1.479
1619615855.833423,INFO,3872,0,0.561,0.739,1.475
1619615856.833768,INFO,3872,0,0.566,0.717,1.468
1619615857.834012,INFO,3872,0,0.590,0.739,1.483
1619615858.833551,INFO,3872,0,0.583,0.769,1.485
1619615859.834171,INFO,3872,0,0.560,0.741,1.467
1619615860.835902,INFO,3872,0,0.531,0.720,1.472
1619615861.833591,INFO,3872,0,0.514,0.741,1.472
1619615862.833858,INFO,3872,0,0.519,0.748,1.470
1619615863.834032,INFO,3872,0,0.484,0.805,1.653
1619615864.83475,INFO,3872,0,0.484,0.805,1.653
1619615865.833868,INFO,3872,0,0.399,0.754,1.671
1619615866.833918,INFO,3872,0,0.525,0.787,1.518
1619615867.833464,INFO,3872,0,0.471,0.768,1.674
1619615868.833913,INFO,3872,0,0.531,0.758,1.497
1619615869.834173,INFO,3872,0,0.506,0.803,1.506
1619615870.833743,INFO,3872,0,0.359,0.883,1.551
1619615871.833632,INFO,3872,0,-0.001,0.903,1.650
1619615872.833831,INFO,3872,0,-0.058,0.935,1.520
1619615873.833479,INFO,3872,0,-0.177,0.856,1.709
1619615874.833873,INFO,3872,0,-0.067,0.936,1.535
1619615875.833527,INFO,3872,0,-0.187,0.846,1.703
1619615876.83375,INFO,3872,0,-0.179,0.850,1.705
1619615877.834347,INFO,3872,0,-0.182,0.846,1.712
1619615878.833493,INFO,3872,0,-0.133,0.851,1.740
1619615879.833555,INFO,3872,0,-0.088,0.773,1.665
1619615880.833771,INFO,3872,0,-0.091,0.804,1.741
1619615881.833404,INFO,3872,0,-0.193,0.870,1.702
1619615882.833905,INFO,3872,0,-0.191,0.872,1.722
1619615883.833855,INFO,3872,0,-0.075,0.924,1.530
1619615884.834219,INFO,3872,0,-0.081,0.926,1.535
1619615885.833679,INFO,3872,0,-0.197,0.877,1.712
1619615886.83372,INFO,3872,0,-0.079,0.933,1.546
1619615887.833432,INFO,3872,0,-0.184,0.883,1.726
1619615888.833789,INFO,3872,0,-0.182,0.883,1.726
1619615889.833749,INFO,3872,0,-0.169,0.883,1.714
1619615890.833577,INFO,3872,0,-0.124,0.786,1.657
1619615891.834181,INFO,3872,0,-0.095,0.933,1.522
1619615892.834257,INFO,3872,0,-0.094,0.909,1.523
1619615893.834051,INFO,3872,0,-0.183,0.813,1.697
1619615894.834026,INFO,3872,0,-0.074,0.917,1.532
1619615895.834169,INFO,3872,0,-0.074,0.923,1.535
1619615896.834187,INFO,3872,0,-0.075,0.922,1.535
1619615897.834151,INFO,3872,0,-0.182,0.865,1.716
1619615898.833798,INFO,3872,0,-0.175,0.901,1.708
1619615899.83441,INFO,3872,0,-0.154,0.875,1.702
1619615900.83426,INFO,3872,0,-0.044,0.910,1.531
1619615901.833986,INFO,3872,0,-0.160,0.789,1.719
1619615902.834305,INFO,3872,0,0.150,0.732,1.720
1619615903.834681,INFO,3872,0,0.177,0.607,1.799
1619615904.834155,INFO,3872,0,0.298,0.742,1.525
1619615905.833948,INFO,3872,0,0.208,0.880,1.642
1619615906.833454,INFO,3872,0,0.338,0.774,1.713
1619615907.834169,INFO,3872,0,0.314,0.771,1.669
1619615908.833546,INFO,3872,0,0.300,0.731,1.662
1619615909.833454,INFO,3872,0,0.469,0.782,1.507
1619615910.833919,INFO,3872,0,0.477,0.792,1.499
1619615911.833437,INFO,3872,0,0.471,0.781,1.494
1619615912.83374,INFO,3872,0,0.312,0.736,1.647
1619615913.83435,INFO,3872,0,0.135,0.796,1.719
1619615914.833828,INFO,3872,0,0.258,0.744,1.644
1619615915.834318,INFO,3872,0,0.406,0.758,1.665
1619615916.834058,INFO,3872,0,0.413,0.764,1.670
1619615917.833823,INFO,3872,0,0.423,0.760,1.663
1619615918.83376,INFO,3872,0,0.383,0.693,1.623
1619615919.834188,INFO,3872,0,0.377,0.684,1.653
1619615920.833833,INFO,3872,0,0.477,0.783,1.674
1619615921.836125,INFO,3872,0,0.477,0.783,1.674
1619615922.833873,INFO,3872,0,0.477,0.783,1.674
1619615923.835352,INFO,3872,0,0.477,0.783,1.674
1619615924.83458,INFO,3872,0,0.477,0.783,1.674
1619615925.834524,INFO,3872,0,0.477,0.783,1.674
1619615926.834171,INFO,3872,0,0.477,0.783,1.674
1619615927.834519,INFO,3872,0,0.477,0.783,1.674
1619615928.835797,INFO,3872,0,0.661,0.706,1.588
1619615929.835584,INFO,3872,0,0.682,0.755,1.602
1619615930.833709,INFO,3872,0,0.677,0.747,1.603
1619615931.834019,INFO,3872,0,0.677,0.752,1.596
1619615932.83352,INFO,3872,0,0.709,0.754,1.597
1619615933.833523,INFO,3872,0,0.450,0.723,1.642
1619615934.833827,INFO,3872,0,0.461,0.730,1.657
1619615935.833886,INFO,3872,0,0.474,0.729,1.664
1619615936.834621,INFO,3872,0,0.487,0.724,1.671
1619615937.834679,INFO,3872,0,0.480,0.730,1.673
1619615938.834456,INFO,3872,0,0.498,0.691,1.661
1619615939.833786,INFO,3872,0,0.432,0.719,1.649
1619615940.834594,INFO,3872,0,0.437,0.754,1.652
1619615941.834254,INFO,3872,0,0.437,0.702,1.654
1619615942.834314,INFO,3872,0,0.468,0.724,1.661
1619615943.834639,INFO,3872,0,0.425,0.722,1.660
1619615944.834374,INFO,3872,0,0.472,0.804,1.668
1619615945.834012,INFO,3872,0,0.455,0.792,1.658
1619615946.835131,INFO,3872,0,0.477,0.796,1.663
1619615947.834572,INFO,3872,0,0.487,0.798,1.666
1619615948.834441,INFO,3872,0,0.461,0.767,1.651
1619615949.833763,INFO,3872,0,0.451,0.763,1.653
1619615950.834734,INFO,3872,0,0.483,0.794,1.679
1619615951.834132,INFO,3872,0,0.446,0.806,1.670
1619615952.834654,INFO,3872,0,0.132,0.809,1.641
1619615953.834023,INFO,3872,0,0.048,0.903,1.522
1619615954.834438,INFO,3872,0,-0.095,0.908,1.516
1619615955.833769,INFO,3872,0,-0.243,0.835,1.693
1619615956.844643,INFO,3872,0,-0.228,0.849,1.709
1619615957.834562,INFO,3872,0,-0.095,0.913,1.519
1619615958.834446,INFO,3872,0,-0.091,0.909,1.512
1619615959.833944,INFO,3872,0,-0.092,0.914,1.520
1619615960.838519,INFO,3872,0,-0.099,0.926,1.515
1619615961.834344,INFO,3872,0,-0.106,0.912,1.521
1619615962.833989,INFO,3872,0,1.473,0.700,1.280
1619615963.833745,INFO,3872,0,1.473,0.700,1.280
1619615964.833322,INFO,3872,0,1.462,0.627,1.315
1619615965.834502,INFO,3872,0,1.462,0.627,1.315
1619615966.833367,INFO,3872,0,1.007,0.114,1.057
1619615967.834168,INFO,3872,0,1.008,0.140,1.054
1619615968.834546,INFO,3872,0,0.992,0.203,1.051
1619615969.833979,INFO,3872,0,1.023,0.149,1.043
1619615970.834182,INFO,3872,0,0.994,0.200,1.049
1619615971.834018,INFO,3872,0,1.023,0.139,1.042
1619615972.834246,INFO,3872,0,1.006,0.168,1.045
1619615973.834068,INFO,3872,0,1.027,0.107,1.031
1619615974.834214,INFO,3872,0,1.027,0.107,1.031
1619615975.834258,INFO,3872,0,1.005,0.168,1.045
1619615976.834047,INFO,3872,0,0.998,0.198,1.047
1619615977.834699,INFO,3872,0,1.001,0.168,1.046
1619615978.833806,INFO,3872,0,0.993,0.198,1.054
1619615979.834449,INFO,3872,0,0.994,0.198,1.054
1619615980.834489,INFO,3872,0,0.995,0.197,1.054
1619615981.834022,INFO,3872,0,1.026,0.094,1.030
1619615982.833963,INFO,3872,0,1.007,0.154,1.043
1619615983.833893,INFO,3872,0,1.000,0.172,1.047
1619615984.834161,INFO,3872,0,0.995,0.197,1.053
1619615985.833361,INFO,3872,0,1.000,0.172,1.045
1619615986.83442,INFO,3872,0,0.999,0.174,1.045
1619615987.833919,INFO,3872,0,0.999,0.174,1.045
1619615988.833837,INFO,3872,0,1.021,0.122,1.032
1619615989.836492,INFO,3872,0,1.017,0.122,1.033
1619615990.833751,INFO,3872,0,1.006,0.159,1.046
1619615991.833717,INFO,3872,0,1.002,0.171,1.047
1619615992.83477,INFO,3872,0,1.007,0.172,1.047
1619615993.834425,INFO,3872,0,1.007,0.172,1.047
1619615994.833804,INFO,3872,0,0.993,0.202,1.051
1619615995.834559,INFO,3872,0,0.993,0.202,1.051
1619615996.833736,INFO,3872,0,1.031,0.111,1.037
1619615997.834485,INFO,3872,0,0.999,0.196,1.051
1619615998.839541,INFO,3872,0,0.994,0.201,1.052
1619615999.834423,INFO,3872,0,0.996,0.201,1.052
1619616000.835224,INFO,3872,0,0.996,0.201,1.052
1619616001.83414,INFO,3872,0,0.995,0.203,1.050
1619616002.833957,INFO,3872,0,0.995,0.203,1.050
1619616003.833657,INFO,3872,0,1.007,0.159,1.042
1619616004.834194,INFO,3872,0,1.006,0.172,1.044
1619616005.834351,INFO,3872,0,1.019,0.141,1.041
1619616006.834265,INFO,3872,0,1.019,0.141,1.041
1619616007.834222,INFO,3872,0,1.010,0.165,1.051
1619616012.726288,INFO,3872,0,1.028,0.109,1.030
1619616013.776497,INFO,3872,0,1.028,0.109,1.030
1619616014.825925,INFO,3872,0,1.028,0.109,1.030
1619616015.824037,INFO,3872,0,1.028,0.109,1.030
1619616016.839737,INFO,3872,0,1.028,0.109,1.030
1619616017.834636,INFO,3872,0,1.028,0.109,1.030
1619616091.229053,INFO,5689,-1,0.628,0.456,1.681
1619616092.255136,INFO,5689,-1,0.629,0.465,1.683
1619616093.304918,INFO,5689,0,0.626,0.465,1.677
1619616094.333811,INFO,5689,0,0.641,0.481,1.685
1619616095.333887,INFO,5689,0,0.642,0.485,1.749
1619616096.333761,INFO,5689,0,0.630,0.492,1.750
1619616097.335614,INFO,5689,0,0.625,0.478,1.676
1619616098.334341,INFO,5689,0,0.598,0.467,1.664
1619616099.33522,INFO,5689,0,0.634,0.504,1.745
1619616100.333987,INFO,5689,0,0.594,0.551,1.745
1619616101.334339,INFO,5689,0,0.727,0.536,1.530
1619616102.334376,INFO,5689,0,0.702,0.571,1.514
1619616103.335443,INFO,5689,0,0.632,0.491,1.746
1619616104.334522,INFO,5689,0,0.774,0.491,1.481
1619616105.333709,INFO,5689,0,0.912,0.520,1.475
1619616106.333924,INFO,5689,0,0.919,0.497,1.465
1619616107.333985,INFO,5689,0,0.854,0.504,1.454
1619616108.333823,INFO,5689,0,0.522,0.668,1.528
1619616109.333498,INFO,5689,0,0.089,0.711,1.443
1619616110.333561,INFO,5689,0,0.031,0.938,1.441
1619616111.334175,INFO,5689,0,-0.089,0.862,1.750
1619616112.335225,INFO,5689,0,-0.137,0.697,1.475
1619616113.334729,INFO,5689,0,-0.140,0.858,1.700
1619616114.334493,INFO,5689,0,0.018,0.986,1.421
1619616115.334131,INFO,5689,0,-0.292,1.283,1.523
1619616116.333763,INFO,5689,0,-0.292,1.283,1.523
1619616117.333791,INFO,5689,0,-0.577,1.601,1.154
1619616118.339938,INFO,5689,0,-0.595,1.632,1.138
1619616119.396389,INFO,5689,0,-0.594,1.592,1.148
1619616120.33416,INFO,5689,0,-0.594,1.592,1.148
1619616121.33352,INFO,5689,0,-0.550,1.599,1.331
1619616122.334179,INFO,5689,0,-0.570,1.588,1.179
1619616123.334416,INFO,5689,0,-0.561,1.558,1.166
1619616215.407787,INFO,5689,0,-0.267,1.430,1.636
1619616215.447774,INFO,5689,0,-0.236,1.325,1.248
1619616215.460675,INFO,5689,0,-0.236,1.325,1.248
1619616216.403629,INFO,5689,0,-0.236,1.325,1.248
1619616217.364794,INFO,5689,0,-0.341,1.384,1.359
1619616218.344362,INFO,5689,0,-0.327,1.415,1.422
1619616219.335753,INFO,5689,0,0.104,0.975,1.678
1619616220.338389,INFO,5689,0,0.550,0.556,1.766
1619616221.333963,INFO,5689,0,0.320,0.159,1.627
1619616222.333952,INFO,5689,0,0.316,-0.064,1.558
1619616223.334891,INFO,5689,0,0.353,-0.069,1.522
1619616224.333909,INFO,5689,0,0.349,-0.066,1.488
1619616225.334171,INFO,5689,0,0.481,0.059,1.762
1619616226.335002,INFO,5689,0,0.828,0.241,1.762
1619616227.334232,INFO,5689,0,0.771,0.212,1.645
1619616228.333952,INFO,5689,0,0.757,0.240,1.622
1619616229.334827,INFO,5689,0,0.756,0.177,1.550
1619616230.334914,INFO,5689,0,0.756,0.177,1.550
1619616231.334289,INFO,5689,0,0.627,0.128,1.742
1619616232.333958,INFO,5689,0,0.485,0.064,1.702
1619616233.334161,INFO,5689,0,0.520,0.062,1.687
1619616234.333827,INFO,5689,0,0.515,0.061,1.664
1619616235.335271,INFO,5689,0,0.474,0.152,1.610
1619616236.334884,INFO,5689,0,0.551,0.152,1.681
1619616237.334484,INFO,5689,0,0.715,0.194,1.728
1619616238.334503,INFO,5689,0,0.902,0.160,1.516
1619616239.33508,INFO,5689,0,0.894,0.168,1.537
1619616240.333791,INFO,5689,0,0.628,0.030,0.854
1619616241.334054,INFO,5689,0,0.774,-0.004,1.647
1619616242.33503,INFO,5689,0,0.650,-0.034,1.733
1619616243.334533,INFO,5689,0,0.648,-0.101,1.629
1619616244.334117,INFO,5689,0,0.588,-0.071,1.618
1619616245.334876,INFO,5689,0,0.574,0.015,1.542
1619616246.334472,INFO,5689,0,0.841,0.098,1.371
1619616247.334959,INFO,5689,0,0.563,-0.001,1.727
1619616248.334704,INFO,5689,0,0.615,-0.172,1.749
1619616249.334344,INFO,5689,0,0.478,0.050,1.692
1619616250.333784,INFO,5689,0,0.442,0.009,1.684
1619616251.334203,INFO,5689,0,0.442,0.009,1.684
1619616252.334972,INFO,5689,0,0.857,0.098,1.770
1619616253.334539,INFO,5689,0,0.636,0.042,1.692
1619616254.334365,INFO,5689,0,0.696,0.062,1.720
1619616255.334132,INFO,5689,0,0.667,0.061,1.708
1619616256.334964,INFO,5689,0,0.691,0.059,1.718
1619616257.334908,INFO,5689,0,0.486,-0.039,1.654
1619616258.334328,INFO,5689,0,0.356,-0.021,1.671
1619616259.334991,INFO,5689,0,0.356,-0.021,1.671
1619616260.334287,INFO,5689,0,0.806,0.131,1.729
1619616261.333922,INFO,5689,0,0.754,0.055,1.734
1619616262.334266,INFO,5689,0,0.699,0.037,1.716
1619616263.335031,INFO,5689,0,0.484,0.074,1.647
1619616264.334843,INFO,5689,0,0.484,0.074,1.647
1619616265.33433,INFO,5689,0,0.575,0.038,1.663
1619616266.334884,INFO,5689,0,0.575,0.038,1.663
1619616267.335034,INFO,5689,0,0.620,-0.011,1.361
1619616271.307094,INFO,5689,0,0.453,0.050,1.675
1619616277.146967,INFO,5689,0,0.413,0.039,1.655
1619616280.216366,INFO,5689,0,0.914,-0.023,1.518
1619616283.287803,INFO,5689,0,0.786,0.123,1.736
1619616283.319939,INFO,5689,0,0.754,0.064,1.634
1619616284.334857,INFO,5689,0,0.511,-0.082,1.689
1619616285.335045,INFO,5689,0,0.464,-0.079,1.739
1619616286.383744,INFO,5689,0,0.522,-0.062,1.721
1619616287.334709,INFO,5689,0,0.522,-0.062,1.721
1619616288.334555,INFO,5689,0,0.561,-0.080,1.615
1619616289.334489,INFO,5689,0,0.561,-0.080,1.615
1619616290.333938,INFO,5689,0,0.488,-0.095,1.741
1619616291.334946,INFO,5689,0,0.530,-0.093,1.633
1619616292.335071,INFO,5689,0,0.530,-0.093,1.633
1619616293.382082,INFO,5689,0,0.523,-0.103,1.656
1619616294.334921,INFO,5689,0,0.523,-0.103,1.656
1619616295.334294,INFO,5689,0,0.475,-0.036,1.220
1619616296.33413,INFO,5689,0,0.494,-0.081,1.563
1619616297.334315,INFO,5689,0,0.431,-0.060,1.706
1619616298.335068,INFO,5689,0,0.468,-0.097,1.768
1619616299.335,INFO,5689,0,0.510,-0.067,1.825
1619616300.333982,INFO,5689,0,0.500,-0.018,1.750
1619616301.335281,INFO,5689,0,0.444,-0.015,1.470
1619616302.33411,INFO,5689,0,0.362,-0.092,1.492
1619616303.33503,INFO,5689,0,0.362,-0.092,1.492
1619616304.334132,INFO,5689,0,0.485,-0.016,1.725
1619616305.33463,INFO,5689,0,0.472,-0.074,1.757
1619616306.334119,INFO,5689,0,0.226,-0.064,1.483
1619616307.334409,INFO,5689,0,0.231,-0.048,1.482
1619616308.334939,INFO,5689,0,0.231,-0.048,1.482
1619616309.334393,INFO,5689,0,0.475,-0.094,1.386
1619616310.334597,INFO,5689,0,0.475,-0.094,1.386
