time,level,activity,status
1625038250.075615,INFO,default,running
1625039773.669434,INFO,mood board,running
1625039777.957984,INFO,mood board,interrupted from ctrl tablet
1625039777.958363,INFO,default,running
1625039779.424677,INFO,default,interrupted - no one engaged
1625039779.426059,INFO,default,running
1625039780.143315,INFO,default,interrupted from ctrl tablet
1625039780.14414,INFO,default,running
1625039899.48459,INFO,mood board,running
1625039991.961847,INFO,mood board,interrupted - no one engaged
1625039991.962256,INFO,default,running
1625039991.962959,INFO,default,interrupted from ctrl tablet
1625039991.963296,INFO,default,running
1625039991.963848,INFO,default,interrupted from ctrl tablet
1625039991.964195,INFO,default,running
1625039991.964826,INFO,default,interrupted from ctrl tablet
1625039991.965179,INFO,default,running
1625039991.96574,INFO,default,interrupted from ctrl tablet
1625039991.966074,INFO,default,running
1625039991.966637,INFO,default,interrupted from ctrl tablet
1625039991.966868,INFO,default,running
1625039992.017622,INFO,default,interrupted from ctrl tablet
1625039992.017907,INFO,default,running
1625040006.676872,INFO,default,running
1625040675.432052,INFO,mood board,running
1625040711.299702,INFO,fun dances,unknown
1625040711.299964,INFO,mood board,finished
1625040711.301461,INFO,fun dances,running
1625040731.607829,INFO,fun dances,finished
1625040731.609194,INFO,mood board,running
1625040758.416591,INFO,fun dances,unknown
1625040758.417249,INFO,mood board,finished
1625040758.418956,INFO,fun dances,running
1625040771.614066,INFO,fun dances,finished
1625040771.615752,INFO,mood board,running
1625040784.148055,INFO,mood board,finished
1625040784.14997,INFO,default,running
1625040789.136208,INFO,default,interrupted - no one engaged
1625040789.137151,INFO,default,running
1625041229.416459,INFO,default,finished
1625041229.418575,INFO,mood board,running
1625041249.59557,INFO,fun dances,mood_green
1625041249.595922,INFO,mood board,finished
1625041249.596955,INFO,fun dances,running
1625041268.979022,INFO,fun dances,finished
1625041268.980132,INFO,mood board,running
1625041281.802053,INFO,fun dances,mood_green
1625041281.802393,INFO,mood board,finished
1625041281.803976,INFO,fun dances,running
1625041302.536877,INFO,fun dances,finished
1625041302.538017,INFO,mood board,running
1625041309.319216,INFO,fun dances,mood_green
1625041309.319687,INFO,mood board,finished
1625041309.321133,INFO,fun dances,running
1625041321.547477,INFO,fun dances,finished
1625041321.5482,INFO,mood board,running
1625041332.868373,INFO,fun dances,mood_green
1625041332.868734,INFO,mood board,finished
1625041332.871104,INFO,fun dances,running
1625041345.342161,INFO,fun dances,finished
1625041345.343204,INFO,mood board,running
1625041351.90821,INFO,fun dances,mood_green
1625041351.908544,INFO,mood board,finished
1625041351.910392,INFO,fun dances,running
1625041371.540293,INFO,fun dances,finished
1625041371.541377,INFO,mood board,running
1625041395.130096,INFO,fun dances,mood_green
1625041395.13054,INFO,mood board,finished
1625041395.132055,INFO,fun dances,running
1625041415.36442,INFO,fun dances,finished
1625041415.365475,INFO,mood board,running
1625041421.986063,INFO,mood board,finished
1625041421.987926,INFO,default,running
1625041427.423742,INFO,default,interrupted - no one engaged
1625041427.424664,INFO,default,running
1625041854.997349,INFO,default,interrupted - no one engaged
1625041854.998294,INFO,default,running
1625042373.839514,INFO,default,finished
1625042373.841806,INFO,mood board,running
1625042405.260469,INFO,fun dances,mood_green
1625042405.26076,INFO,mood board,finished
1625042405.262824,INFO,fun dances,running
1625042418.124096,INFO,fun dances,finished
1625042418.125393,INFO,mood board,running
1625042425.324497,INFO,mood board,interrupted - no one engaged
1625042425.325324,INFO,default,running
1625042427.354097,INFO,default,interrupted from ctrl tablet
1625042427.354944,INFO,default,running
1625042448.60453,INFO,mood board,running
1625042466.76264,INFO,calm dances,mood_yellow
1625042466.76283,INFO,mood board,finished
1625042466.763787,INFO,calm dances,running
1625042520.31179,INFO,calm dances,finished
1625042520.312871,INFO,mood board,running
1625042534.100539,INFO,calm music,mood_yellow
1625042534.101166,INFO,mood board,finished
1625042534.102867,INFO,calm music,running
1625042559.092618,INFO,calm music,interrupted - no one engaged
1625042560.495197,INFO,default,running
1625042745.670039,INFO,default,finished
1625042745.673152,INFO,mood board,running
1625042764.936363,INFO,fun dances,mood_green
1625042764.93695,INFO,mood board,finished
1625042764.938517,INFO,fun dances,running
1625042785.183327,INFO,fun dances,finished
1625042785.184373,INFO,mood board,running
1625042794.766724,INFO,mood board,interrupted - no one engaged
1625042794.767633,INFO,default,running
1625043570.240069,INFO,mood board,running
1625043584.40161,INFO,jokes,mood_green
1625043584.402163,INFO,mood board,finished
1625043584.403726,INFO,jokes,running
1625043628.59572,INFO,jokes,finished
1625043628.597016,INFO,mood board,running
1625043651.814182,INFO,mood board,finished
1625043651.816183,INFO,default,running
1625043658.517697,INFO,default,interrupted - no one engaged
1625043658.518574,INFO,default,running
1625043662.877701,INFO,default,interrupted from ctrl tablet
1625043662.878672,INFO,default,running
1625044224.394798,INFO,mood board,running
1625044254.926938,INFO,fun dances,unknown
1625044254.927276,INFO,mood board,finished
1625044254.929256,INFO,fun dances,running
1625044274.279069,INFO,fun dances,finished
1625044274.280091,INFO,mood board,running
1625044303.53791,INFO,fun dances,unknown
1625044303.538184,INFO,mood board,finished
1625044303.539549,INFO,fun dances,running
1625044360.610801,INFO,fun dances,finished
1625044360.612199,INFO,mood board,running
1625044376.051371,INFO,fun dances,unknown
1625044376.051663,INFO,mood board,finished
1625044376.053151,INFO,fun dances,running
1625044395.407263,INFO,fun dances,finished
1625044395.407695,INFO,mood board,running
1625044422.902566,INFO,fun dances,unknown
1625044422.90285,INFO,mood board,finished
1625044422.904192,INFO,fun dances,running
