time,level,nb_children
1624520491.541466,INFO,1
1624520533.738866,INFO,0
1624520840.283607,INFO,1
1624520842.631428,INFO,0
1624522132.163894,INFO,1
1624522199.402469,INFO,0
1624522956.12093,INFO,1
1624522991.252752,INFO,2
1624523005.270528,INFO,1
1624523230.35005,INFO,0
1624523299.59562,INFO,1
1624523301.797028,INFO,0
1624524712.465338,INFO,1
1624524736.673899,INFO,0
1624525379.698018,INFO,1
1624525450.889933,INFO,0
1624527351.559661,INFO,1
1624527416.127136,INFO,2
1624527457.56715,INFO,1
1624527738.543701,INFO,0
1624528422.779666,INFO,1
1624528520.74572,INFO,0
1624528571.917607,INFO,1
1624528637.556938,INFO,0
1624528649.719411,INFO,1
1624528748.487466,INFO,2
1624528761.545971,INFO,1
1624528802.476303,INFO,0
1624530142.521567,INFO,1
1624530351.927573,INFO,0
1624533395.964988,INFO,1
1624533415.647167,INFO,0
1624534046.921153,INFO,1
1624534299.861096,INFO,2
1624534720.589726,INFO,1
1624534778.541757,INFO,2
1624534873.399372,INFO,1
1624535335.82437,INFO,0
1624538416.728215,INFO,1
1624538482.510602,INFO,0
1624539149.44039,INFO,1
1624539437.780232,INFO,0
1624540041.867251,INFO,3
1624540043.22673,INFO,4
1624540079.528875,INFO,3
1624540387.08433,INFO,0
1624541664.835619,INFO,1
1624541721.046553,INFO,2
1624541736.225114,INFO,1
1624541746.472301,INFO,2
1624541772.057035,INFO,1
1624541772.68564,INFO,0
1624542281.708466,INFO,2
1624542298.653208,INFO,3
1624542312.155478,INFO,2
1624542402.493558,INFO,1
1624542479.160316,INFO,0
